turn,player,move,board,winner
10,White,13,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', 'White', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
11,Black,52,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', 'White', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
12,White,24,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', 'White', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'White', 'White', '.', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
13,Black,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', 'White', 'Black', '.', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
14,White,25,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', 'White', 'Black', '.', '.', '.', '.', '?', '?', '.', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
15,Black,11,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'Black', '.', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
16,White,15,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
17,Black,26,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
18,White,74,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'White', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'White', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
19,Black,56,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'White', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'White', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
20,White,37,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', '.', 'White', '.', '?', '?', '.', '.', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'White', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'White', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
21,Black,84,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', '.', 'White', '.', '?', '?', '.', '.', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
22,White,42,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', '.', 'White', '.', '?', '?', '.', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
23,Black,41,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', '.', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
24,White,46,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'White', '.', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
25,Black,36,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'Black', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
26,White,47,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
27,Black,38,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
28,White,61,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'White', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
29,Black,63,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
30,White,65,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
31,Black,76,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
32,White,12,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
33,Black,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
34,White,31,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
35,Black,21,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
36,White,51,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'White', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
37,Black,71,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
38,White,17,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', 'Black', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
