turn,player,move,board,winner
10,White,12,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
11,Black,24,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
12,White,13,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
13,Black,31,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
14,White,62,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
15,Black,61,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
16,White,71,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'White', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
17,Black,81,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
18,White,41,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
19,Black,26,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
20,White,52,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
21,Black,51,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
22,White,32,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
23,Black,56,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
24,White,25,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
25,Black,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
26,White,15,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
27,Black,22,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
28,White,21,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
29,Black,11,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
30,White,36,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
31,Black,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'White', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
32,White,46,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'White', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
33,Black,47,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
34,White,65,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
35,Black,76,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
36,White,67,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', 'White', '.', '?', '?', 'Black', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
37,Black,66,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '?', '?', 'Black', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
38,White,85,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '?', '?', 'Black', '.', '.', '.', '.', 'White', '.', '.', '?', '?', 'Black', '.', '.', '.', 'White', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
